user_id,day_type,transport_mode,distance_km,electricity_kwh,renewable_usage_pct,food_type,screen_time_hours,waste_generated_kg,eco_actions,carbon_footprint_kg,carbon_impact_level
137,Weekday,Bike,7.31,3.87,0,Veg,4.4,0.72,1,5.63,Low
138,Weekday,Bus,12.09,4.28,0,Veg,8.5,0.64,0,7.25,Medium
138,Weekday,Car,17.31,8.29,0,Veg,5.0,0.76,0,13.34,High
138,Weekday,EV,15.46,2.92,0,Non-Veg,2.9,0.33,2,8.11,Medium
138,Weekend,Bike,7.26,3.29,75,Mixed,3.8,0.21,1,4.02,Low
138,Weekend,Bus,4.5,2.0,25,Veg,4.9,0.68,2,3.61,Low
138,Weekend,Walk,5.35,5.1,25,Mixed,2.7,0.43,0,7.15,Medium
138,Weekday,Walk,6.72,8.34,50,Mixed,4.7,0.32,2,6.5,Medium
139,Weekday,EV,17.26,4.18,50,Mixed,7.8,0.31,0,6.28,Medium
139,Weekend,Car,5.93,6.39,50,Mixed,4.1,0.3,1,7.33,Medium
139,Weekend,Bus,0.5,3.58,0,Mixed,3.4,0.41,1,6.57,Medium
139,Weekday,Bike,7.61,8.57,50,Non-Veg,4.7,0.89,1,9.68,Medium
139,Weekend,Bike,5.75,3.25,25,Veg,8.2,0.42,1,4.11,Low
139,Weekday,Car,6.78,4.46,75,Veg,5.1,0.28,2,3.87,Low
139,Weekday,Bus,5.2,4.32,75,Veg,6.0,0.37,1,3.35,Low
140,Weekend,Walk,2.5,8.3,25,Mixed,5.4,0.83,2,8.8,Medium
140,Weekday,Bike,15.17,5.76,0,Mixed,2.8,1.26,1,9.33,Medium
140,Weekday,Car,7.74,8.96,75,Veg,7.4,0.82,0,6.44,Medium
140,Weekend,Car,8.15,8.93,25,Mixed,4.4,0.79,1,11.25,High
140,Weekday,Bike,10.57,7.08,25,Mixed,6.5,0.47,1,8.01,Medium
140,Weekend,Walk,1.99,7.18,50,Non-Veg,7.1,0.88,1,9.09,Medium
140,Weekend,EV,7.23,6.69,75,Non-Veg,5.7,0.93,2,7.48,Medium
141,Weekend,EV,4.55,5.67,0,Mixed,5.3,0.43,0,8.85,Medium
141,Weekday,Bike,12.34,4.2,75,Mixed,8.9,0.41,1,4.46,Low
141,Weekday,Car,12.15,5.98,0,Non-Veg,8.5,0.67,1,13.36,High
141,Weekend,EV,9.6,5.54,0,Veg,5.1,0.3,2,6.49,Medium
141,Weekend,Car,8.02,5.12,50,Mixed,3.6,0.32,0,7.67,Medium
141,Weekday,Walk,7.46,2.77,25,Mixed,8.4,0.37,0,5.65,Low
141,Weekend,Walk,9.84,6.37,0,Mixed,8.5,0.12,1,8.46,Medium
142,Weekend,EV,9.91,10.43,0,Veg,6.7,0.62,2,10.9,Medium
142,Weekday,EV,15.83,6.51,25,Mixed,7.9,0.7,0,8.98,Medium
142,Weekend,Walk,11.22,8.85,0,Veg,5.7,0.71,1,9.71,Medium
142,Weekend,Bike,0.87,7.99,0,Mixed,7.6,0.73,1,10.52,Medium
142,Weekday,EV,10.04,5.92,0,Mixed,7.0,1.14,0,10.13,Medium
142,Weekend,Bus,5.43,6.4,100,Non-Veg,6.9,0.69,1,6.37,Medium
142,Weekend,Bike,11.09,11.7,50,Veg,3.8,0.57,1,7.09,Medium
143,Weekday,EV,11.95,7.06,0,Veg,5.1,0.55,2,8.13,Medium
143,Weekend,Car,13.6,6.75,50,Veg,6.1,1.03,1,8.46,Medium
143,Weekday,Walk,8.72,6.91,0,Mixed,2.7,1.12,2,9.71,Medium
143,Weekday,Walk,17.1,11.45,100,Non-Veg,5.7,0.62,1,5.84,Low
143,Weekday,Bus,10.97,5.27,25,Mixed,7.7,0.64,2,7.59,Medium
143,Weekday,Walk,13.75,4.18,100,Non-Veg,6.6,0.89,1,6.17,Medium
143,Weekday,Bike,8.39,9.13,0,Veg,5.7,1.07,0,10.77,Medium
144,Weekend,EV,0.5,5.9,50,Veg,6.3,0.87,2,4.68,Low
144,Weekend,Bike,5.39,5.4,100,Mixed,5.8,0.63,2,3.46,Low
144,Weekday,Bike,10.54,7.44,0,Non-Veg,3.8,0.72,2,11.67,High
144,Weekday,Walk,14.29,5.01,25,Veg,4.8,0.72,1,5.55,Low
144,Weekday,Bus,7.93,5.67,50,Mixed,5.1,0.74,0,7.34,Medium
144,Weekday,Bike,14.02,7.51,25,Veg,4.1,0.49,0,7.2,Medium
144,Weekend,Bus,9.61,5.77,75,Non-Veg,5.6,0.65,2,7.43,Medium
145,Weekend,Car,3.92,3.16,0,Non-Veg,6.7,0.75,0,9.82,Medium
145,Weekday,Walk,5.27,4.72,75,Non-Veg,4.6,0.38,1,6.52,Medium
145,Weekend,Bus,2.6,4.54,0,Veg,7.3,0.64,1,6.29,Medium
145,Weekend,Car,4.74,2.11,0,Mixed,7.1,0.75,1,6.73,Medium
145,Weekday,Car,14.77,2.0,25,Veg,2.9,0.77,0,7.26,Medium
145,Weekday,Car,21.99,7.94,25,Veg,2.7,0.59,3,11.0,High
145,Weekend,Bike,7.89,4.0,50,Non-Veg,2.2,0.28,1,7.08,Medium
146,Weekend,Bus,2.31,8.24,0,Non-Veg,8.9,0.69,2,12.47,High
146,Weekday,Walk,14.27,5.07,0,Non-Veg,7.7,1.0,1,10.46,Medium
146,Weekend,Bike,0.5,7.39,50,Non-Veg,5.6,1.25,1,9.63,Medium
146,Weekday,Bike,15.58,3.19,75,Non-Veg,5.1,0.84,1,6.76,Medium
146,Weekend,Walk,6.04,7.37,75,Mixed,6.3,0.61,1,5.34,Low
146,Weekend,Bus,7.94,7.32,0,Veg,7.0,0.63,1,9.0,Medium
146,Weekday,Walk,10.03,2.0,0,Veg,2.2,0.98,1,4.41,Low
147,Weekday,Bike,13.56,6.32,75,Veg,5.5,0.69,0,4.13,Low
147,Weekday,EV,9.01,3.99,75,Mixed,2.9,0.6,3,4.19,Low
147,Weekend,EV,10.87,6.14,25,Non-Veg,7.5,0.75,1,10.22,Medium
147,Weekday,Bus,11.76,6.32,25,Mixed,3.3,0.72,3,7.99,Medium
147,Weekday,EV,11.86,4.36,50,Non-Veg,7.8,0.34,1,7.77,Medium
147,Weekday,Bus,12.88,4.1,0,Veg,7.7,0.62,0,7.14,Medium
147,Weekend,Bus,4.92,2.5,25,Non-Veg,7.3,0.9,1,8.11,Medium
148,Weekend,EV,4.96,2.0,50,Non-Veg,6.1,0.31,1,6.49,Medium
148,Weekday,Bike,13.61,2.15,25,Mixed,5.6,0.65,1,5.21,Low
148,Weekday,Walk,8.02,5.57,0,Veg,6.2,0.55,0,7.23,Medium
148,Weekend,Bus,2.85,5.13,100,Mixed,7.0,0.69,1,4.16,Low
148,Weekday,Bus,15.85,6.14,25,Veg,5.8,0.56,1,7.31,Medium
148,Weekday,Bus,2.49,5.11,25,Veg,8.9,0.42,0,5.85,Low
148,Weekend,Car,0.5,7.49,0,Mixed,6.0,0.64,0,10.51,Medium
149,Weekday,Bike,9.18,4.39,100,Non-Veg,4.2,0.53,1,5.74,Low
149,Weekday,Bus,10.64,4.46,0,Non-Veg,6.5,0.27,1,9.92,Medium
149,Weekday,Walk,14.39,2.98,25,Mixed,3.3,0.71,1,5.78,Low
149,Weekend,Bus,13.24,6.21,0,Non-Veg,6.9,0.8,2,11.81,High
149,Weekend,Car,0.92,7.79,100,Non-Veg,4.3,0.75,1,6.2,Medium
149,Weekend,Bus,3.48,6.58,0,Veg,2.1,0.1,0,7.79,Medium
149,Weekend,Car,4.21,2.0,0,Mixed,8.1,0.49,3,5.41,Low
150,Weekday,Car,12.99,6.78,0,Mixed,5.6,0.75,0,12.68,High
150,Weekday,Walk,13.91,4.21,0,Mixed,5.3,0.34,1,6.97,Medium
150,Weekday,EV,12.84,3.09,100,Veg,3.1,0.4,1,2.59,Low
150,Weekday,Bus,15.1,5.41,0,Mixed,3.3,0.86,1,9.78,Medium
150,Weekday,Walk,15.74,4.95,75,Non-Veg,5.2,0.75,1,7.02,Medium
150,Weekday,Bus,16.87,2.0,0,Non-Veg,5.1,0.73,2,8.57,Medium
150,Weekend,Walk,10.28,7.67,25,Veg,4.3,0.65,0,7.5,Medium
151,Weekday,EV,16.19,7.25,25,Mixed,6.7,0.98,1,9.38,Medium
151,Weekend,Bike,10.35,6.5,25,Non-Veg,2.7,1.1,1,10.42,Medium
151,Weekday,EV,7.82,10.61,25,Non-Veg,6.8,0.89,2,12.61,High
151,Weekday,Bike,9.28,7.92,75,Veg,5.4,1.01,3,3.64,Low
151,Weekend,Car,3.15,4.68,25,Mixed,4.0,0.99,0,8.23,Medium
151,Weekend,Walk,4.31,5.68,0,Veg,2.4,0.97,0,7.81,Medium
151,Weekend,Walk,7.65,7.91,0,Veg,5.2,1.08,2,8.98,Medium
152,Weekday,Walk,11.66,7.25,75,Veg,7.2,0.84,1,4.1,Low
152,Weekday,Bus,13.16,3.37,50,Non-Veg,4.9,0.99,0,9.12,Medium
152,Weekend,Car,7.7,3.26,50,Veg,3.7,0.61,2,4.89,Low
152,Weekend,Bike,5.0,6.59,100,Mixed,8.7,0.85,1,4.12,Low
152,Weekday,Bus,6.66,4.51,75,Veg,4.0,0.99,2,3.84,Low
152,Weekday,EV,11.65,6.43,0,Mixed,7.7,0.81,3,9.01,Medium
152,Weekend,Car,11.6,5.54,25,Veg,5.1,0.66,1,8.24,Medium
153,Weekday,Car,9.52,5.73,25,Veg,3.6,0.43,1,7.64,Medium
153,Weekend,Bike,10.75,5.94,75,Non-Veg,5.0,0.71,1,7.17,Medium
153,Weekend,Bike,17.92,6.59,25,Veg,6.9,0.68,2,6.07,Medium
153,Weekday,Bike,9.12,4.09,0,Non-Veg,4.3,0.79,0,9.81,Medium
153,Weekday,Bus,13.17,10.07,0,Non-Veg,2.1,0.69,1,15.25,High
153,Weekend,Car,7.85,3.69,0,Non-Veg,3.6,0.95,0,11.31,High
153,Weekday,EV,19.48,5.26,0,Mixed,2.1,1.28,2,9.32,Medium
154,Weekday,EV,13.75,4.25,0,Non-Veg,5.5,0.58,2,9.43,Medium
154,Weekend,Walk,9.4,7.38,0,Veg,6.6,0.92,3,7.96,Medium
154,Weekday,Bus,11.28,2.69,50,Mixed,3.5,0.72,2,5.57,Low
154,Weekend,Car,0.6,5.44,25,Mixed,4.0,0.84,0,7.98,Medium
154,Weekend,Walk,3.07,2.31,100,Veg,4.7,0.55,0,2.67,Low
154,Weekday,Car,12.72,4.8,25,Mixed,4.9,0.6,1,9.45,Medium
154,Weekend,Bus,5.61,4.02,0,Mixed,3.2,0.82,2,7.43,Medium
155,Weekday,EV,11.83,2.73,0,Non-Veg,6.7,0.82,0,9.19,Medium
155,Weekday,EV,12.22,6.41,0,Veg,4.8,0.75,0,8.64,Medium
155,Weekday,EV,8.56,3.78,25,Non-Veg,4.9,0.49,0,8.75,Medium
155,Weekend,EV,10.65,4.6,50,Non-Veg,6.0,0.79,1,8.36,Medium
155,Weekday,EV,10.36,5.79,50,Non-Veg,8.3,0.53,1,8.52,Medium
155,Weekend,Car,12.86,3.44,25,Mixed,7.3,0.63,0,9.07,Medium
155,Weekend,Walk,6.99,5.36,50,Veg,7.9,0.92,0,5.3,Low
156,Weekend,EV,4.16,3.87,75,Veg,4.4,0.28,2,2.5,Low
156,Weekend,Walk,10.03,2.0,0,Mixed,2.6,0.74,1,5.63,Low
156,Weekend,Bus,0.67,3.16,25,Mixed,7.0,0.29,2,5.04,Low
156,Weekday,Walk,22.67,4.82,75,Mixed,2.3,0.76,0,5.41,Low
156,Weekend,Walk,6.93,5.06,50,Veg,5.1,0.57,0,4.75,Low
156,Weekend,EV,5.77,6.13,0,Non-Veg,6.8,0.33,0,11.15,High
156,Weekday,Walk,11.79,4.86,50,Veg,5.5,0.4,3,3.27,Low
157,Weekend,Bike,12.24,3.19,50,Mixed,4.5,0.73,1,5.28,Low
157,Weekday,Walk,9.31,4.18,0,Non-Veg,4.2,1.2,3,9.17,Medium
157,Weekday,Bus,9.48,6.17,0,Non-Veg,7.8,0.78,0,12.25,High
157,Weekend,Bus,7.6,5.96,25,Mixed,2.5,0.61,3,7.31,Medium
157,Weekend,Bus,8.37,9.26,50,Non-Veg,6.5,0.96,4,9.51,Medium
157,Weekday,Bike,20.34,6.64,25,Mixed,7.8,0.61,1,7.92,Medium
157,Weekday,Bus,9.77,6.76,50,Non-Veg,7.8,0.84,1,9.67,Medium
158,Weekday,Car,7.49,4.54,0,Non-Veg,3.2,0.59,2,10.71,Medium
158,Weekday,Bike,5.71,2.97,25,Veg,4.7,0.7,2,3.86,Low
158,Weekday,Bus,10.34,2.0,75,Mixed,2.0,0.65,1,5.12,Low
158,Weekend,Car,10.47,2.18,75,Non-Veg,6.3,0.45,1,8.29,Medium
158,Weekend,Car,8.69,4.7,50,Veg,6.1,0.49,2,5.54,Low
158,Weekday,Car,12.94,2.95,0,Non-Veg,2.6,0.86,1,11.28,High
158,Weekend,Car,0.5,2.17,50,Non-Veg,6.5,0.78,2,6.63,Medium
159,Weekday,Walk,14.23,6.43,75,Veg,6.1,0.63,1,3.67,Low
159,Weekend,Bus,3.39,6.96,0,Mixed,8.8,0.41,0,9.96,Medium
159,Weekend,Bike,13.08,7.07,25,Non-Veg,6.4,0.53,1,10.08,Medium
159,Weekday,Bus,7.89,3.72,25,Veg,2.6,0.91,0,6.0,Medium
159,Weekday,Walk,11.12,6.48,0,Veg,7.7,0.8,0,8.28,Medium
159,Weekday,Walk,10.81,6.63,0,Veg,5.6,1.0,1,8.24,Medium
159,Weekend,Car,0.5,5.06,50,Non-Veg,4.5,0.75,1,8.18,Medium
160,Weekend,Bus,10.99,5.73,0,Non-Veg,4.2,0.98,1,11.86,High
160,Weekend,Bus,4.09,7.17,25,Mixed,6.0,0.85,2,8.45,Medium
160,Weekend,Bike,8.5,8.55,100,Veg,8.0,0.49,0,2.59,Low
160,Weekday,Walk,9.39,6.15,75,Mixed,8.0,0.74,1,5.25,Low
160,Weekend,Car,11.41,7.31,0,Veg,2.9,0.51,2,10.2,Medium
160,Weekend,Car,0.5,7.79,50,Non-Veg,7.5,1.0,0,10.0,Medium
160,Weekend,EV,9.72,6.55,0,Mixed,7.3,0.43,1,9.38,Medium
161,Weekend,Car,1.25,9.22,0,Mixed,5.4,0.68,1,11.74,High
161,Weekday,EV,19.59,7.77,50,Mixed,4.3,0.28,1,7.41,Medium
161,Weekday,Bike,8.97,4.83,75,Veg,3.6,0.7,1,3.43,Low
161,Weekday,Walk,12.4,2.07,25,Veg,6.2,0.57,5,1.96,Low
161,Weekend,EV,5.06,7.19,100,Veg,4.9,0.97,1,2.97,Low
161,Weekday,Bike,15.04,5.89,0,Mixed,7.4,0.99,2,8.72,Medium
161,Weekend,Car,15.47,4.96,25,Veg,3.4,0.66,2,8.29,Medium
162,Weekday,Walk,14.26,7.66,25,Veg,5.5,0.21,0,6.96,Medium
162,Weekend,Bus,0.86,5.64,0,Veg,8.5,0.99,2,7.08,Medium
162,Weekday,Bus,16.31,4.54,100,Mixed,7.7,0.92,1,5.51,Low
162,Weekend,Bike,2.27,3.87,0,Mixed,8.0,0.49,0,7.26,Medium
162,Weekend,EV,3.43,6.19,0,Mixed,5.0,0.94,1,9.44,Medium
162,Weekend,EV,10.76,7.53,50,Mixed,7.1,0.75,0,7.92,Medium
162,Weekday,Walk,13.6,6.96,75,Veg,5.1,1.02,1,4.26,Low
163,Weekday,Walk,12.01,6.1,50,Non-Veg,7.5,1.05,1,8.86,Medium
163,Weekend,Bike,6.68,6.97,0,Veg,5.8,0.87,2,7.96,Medium
163,Weekend,Bike,6.73,6.06,25,Veg,3.9,1.06,1,6.6,Medium
163,Weekday,Bus,11.1,5.66,75,Mixed,5.2,0.87,1,6.19,Medium
163,Weekend,Bike,13.87,7.49,0,Mixed,6.9,1.1,2,10.16,Medium
163,Weekday,EV,16.19,5.06,0,Mixed,2.3,0.84,1,8.9,Medium
163,Weekday,Walk,16.11,6.22,0,Mixed,3.7,0.98,0,9.78,Medium
164,Weekday,Bike,9.61,9.4,50,Veg,7.7,0.7,0,6.69,Medium
164,Weekday,Bike,7.8,4.08,0,Mixed,4.0,0.73,1,7.32,Medium
164,Weekend,EV,0.5,4.16,0,Veg,5.8,0.93,0,6.55,Medium
164,Weekday,Bike,11.4,4.44,75,Non-Veg,7.1,0.82,2,6.6,Medium
164,Weekend,Car,11.88,11.13,25,Non-Veg,6.0,0.83,5,13.83,High
164,Weekday,Bike,11.85,2.71,75,Veg,5.5,0.56,0,3.23,Low
164,Weekday,Bus,13.65,4.49,25,Non-Veg,3.9,0.78,1,9.9,Medium
165,Weekday,Walk,8.34,5.75,75,Mixed,4.6,0.91,0,5.77,Low
165,Weekend,Bike,9.46,6.01,25,Veg,3.3,0.82,2,5.88,Low
165,Weekend,Walk,10.24,4.52,50,Non-Veg,7.4,0.99,1,8.14,Medium
165,Weekend,Walk,4.12,5.9,0,Mixed,5.2,0.66,3,7.93,Medium
165,Weekend,Car,8.29,6.24,50,Non-Veg,8.0,0.58,1,10.1,Medium
165,Weekend,Bike,2.82,4.96,75,Non-Veg,6.8,0.71,2,6.56,Medium
165,Weekend,Bus,3.52,3.94,25,Veg,5.7,0.76,2,4.81,Low
166,Weekday,Bike,14.38,5.85,25,Non-Veg,8.1,0.3,0,9.46,Medium
166,Weekday,Car,4.5,6.5,25,Mixed,8.1,0.47,1,8.6,Medium
166,Weekend,Walk,7.6,5.79,25,Veg,2.1,0.33,0,5.95,Low
166,Weekday,Walk,8.41,2.0,0,Mixed,6.8,0.61,0,5.88,Low
166,Weekend,Car,0.5,3.79,0,Veg,5.7,0.28,0,5.55,Low
166,Weekend,EV,1.09,4.43,50,Veg,7.3,0.49,0,4.46,Low
166,Weekday,EV,8.05,2.0,25,Mixed,5.6,0.64,2,5.02,Low
167,Weekend,Car,9.1,4.77,25,Veg,7.8,0.57,1,7.13,Medium
167,Weekend,Bike,7.9,3.75,50,Non-Veg,3.6,0.45,0,7.57,Medium
167,Weekday,Bike,8.72,6.61,0,Non-Veg,3.7,0.57,0,11.6,High
167,Weekend,Car,0.5,3.52,25,Veg,6.4,0.43,0,4.78,Low
167,Weekend,Bus,7.36,5.12,0,Non-Veg,4.7,0.73,1,10.76,Medium
167,Weekday,EV,15.35,8.1,100,Veg,8.5,0.65,2,2.59,Low
167,Weekday,Bus,19.67,5.01,75,Mixed,3.4,0.55,0,6.76,Medium
168,Weekday,Walk,10.75,7.46,75,Veg,6.4,0.7,0,4.37,Low
168,Weekend,Bike,6.09,2.0,0,Non-Veg,4.4,0.71,1,7.59,Medium
168,Weekend,EV,1.71,6.25,0,Mixed,5.6,0.59,3,8.21,Medium
168,Weekend,EV,2.52,5.11,50,Mixed,4.0,0.64,1,6.07,Medium
168,Weekend,Bike,1.12,6.91,0,Non-Veg,5.3,0.91,2,11.46,High
168,Weekend,Car,9.94,2.39,75,Veg,6.7,0.6,1,4.9,Low
168,Weekday,Walk,8.84,7.08,25,Mixed,5.1,0.53,2,7.69,Medium
169,Weekday,Bike,9.88,4.4,0,Veg,5.3,0.59,0,6.32,Medium
169,Weekday,EV,10.76,6.28,100,Non-Veg,2.8,0.64,3,5.49,Low
169,Weekend,Bus,13.72,6.42,25,Mixed,7.8,0.78,1,9.08,Medium
169,Weekend,Car,4.13,8.41,75,Non-Veg,5.5,0.43,2,7.81,Medium
169,Weekday,Bike,5.87,4.3,50,Mixed,7.2,0.81,0,6.24,Medium
169,Weekday,Car,5.12,5.41,25,Mixed,4.5,0.84,2,8.11,Medium
169,Weekend,Bus,3.44,9.01,0,Mixed,4.6,0.31,0,11.53,High
170,Weekday,Walk,11.88,7.78,75,Non-Veg,5.5,0.79,0,8.04,Medium
170,Weekend,EV,9.56,7.54,0,Veg,8.3,0.74,2,8.65,Medium
170,Weekday,Bike,15.23,4.27,25,Veg,7.2,0.64,1,4.99,Low
170,Weekend,Bike,9.98,6.09,0,Non-Veg,4.7,0.75,0,11.4,High
170,Weekend,Walk,2.6,3.4,0,Veg,8.6,0.85,0,5.8,Low
170,Weekend,Car,4.5,5.55,25,Mixed,5.5,0.5,1,8.05,Medium
170,Weekday,Walk,10.43,5.93,25,Non-Veg,3.4,0.96,0,10.29,Medium
171,Weekday,Bus,8.79,3.47,25,Veg,5.9,0.78,1,5.37,Low
171,Weekday,Bike,13.97,6.71,0,Mixed,3.5,0.39,2,8.67,Medium
171,Weekday,Walk,8.51,7.56,0,Veg,4.8,0.68,0,9.02,Medium
171,Weekend,Walk,6.43,2.0,25,Non-Veg,2.2,0.58,1,7.02,Medium
171,Weekday,EV,4.51,8.46,0,Mixed,4.1,0.78,2,10.75,Medium
171,Weekday,EV,10.46,4.35,25,Veg,3.6,0.79,3,4.84,Low
171,Weekend,EV,8.8,3.12,75,Non-Veg,4.4,0.15,1,6.27,Medium
172,Weekend,EV,3.27,5.79,25,Mixed,5.5,0.7,0,8.03,Medium
172,Weekend,Walk,2.92,6.34,50,Mixed,7.4,1.21,1,7.15,Medium
172,Weekday,Bus,10.73,6.29,0,Mixed,3.0,0.75,2,9.61,Medium
172,Weekday,Walk,14.47,9.91,50,Mixed,2.1,1.06,0,8.83,Medium
172,Weekend,Bike,0.5,5.26,50,Non-Veg,7.5,1.03,1,8.49,Medium
172,Weekday,Bus,11.22,8.28,0,Non-Veg,5.4,0.71,0,14.03,High
172,Weekday,Bike,14.81,7.89,75,Mixed,3.0,0.58,3,4.62,Low
173,Weekday,Car,14.2,5.29,0,Non-Veg,3.2,1.03,1,13.66,High
173,Weekday,Bike,10.54,3.7,25,Mixed,6.9,1.02,3,5.8,Low
173,Weekday,Bike,12.04,3.82,0,Veg,3.8,0.69,0,5.95,Low
173,Weekday,Car,12.05,11.36,75,Veg,6.5,0.86,3,6.69,Medium
173,Weekend,Car,7.54,5.02,25,Veg,7.5,0.9,2,6.96,Medium
173,Weekend,Car,11.57,5.52,50,Mixed,8.7,0.9,2,8.47,Medium
173,Weekend,Walk,0.5,4.15,50,Non-Veg,7.3,0.55,2,7.06,Medium
174,Weekend,Bus,8.43,7.38,25,Mixed,8.3,0.95,0,9.85,Medium
174,Weekend,Car,9.28,4.49,75,Mixed,8.0,0.59,2,6.28,Medium
174,Weekend,EV,7.39,6.33,50,Mixed,8.8,1.24,0,7.87,Medium
174,Weekend,Car,10.29,6.53,25,Mixed,2.5,0.33,0,10.07,Medium
174,Weekend,Car,8.75,6.26,75,Veg,7.6,0.95,1,5.87,Low
174,Weekend,Car,0.64,5.56,75,Veg,3.2,0.74,0,4.17,Low
174,Weekday,Walk,4.67,6.95,0,Veg,2.4,0.45,1,7.84,Medium
175,Weekday,Walk,18.56,2.74,25,Veg,8.6,0.75,2,3.79,Low
175,Weekday,Bus,10.41,8.08,0,Mixed,7.7,0.53,2,10.79,Medium
175,Weekday,Walk,15.85,8.3,75,Non-Veg,2.3,0.71,0,8.05,Medium
175,Weekday,Walk,11.12,7.67,25,Veg,7.9,0.75,0,7.61,Medium
175,Weekend,Bus,8.57,5.71,0,Non-Veg,6.2,0.86,0,11.9,High
175,Weekend,Walk,5.69,3.17,75,Mixed,6.2,0.62,2,4.1,Low
175,Weekday,EV,9.4,5.61,25,Veg,6.7,0.8,1,6.38,Medium
176,Weekday,Walk,14.17,2.0,0,Mixed,4.3,0.69,0,5.97,Low
176,Weekend,Walk,0.5,5.22,25,Mixed,6.7,0.21,0,6.97,Medium
176,Weekend,Bus,3.43,6.54,50,Mixed,6.7,0.34,0,6.86,Medium
176,Weekend,Bike,12.11,7.67,25,Veg,5.8,1.06,1,7.59,Medium
176,Weekend,Bus,4.58,3.2,0,Mixed,8.8,0.57,1,6.78,Medium
176,Weekday,Car,6.72,3.81,25,Mixed,7.8,0.52,1,7.48,Medium
176,Weekday,Bus,13.9,5.3,75,Mixed,5.9,0.44,1,5.83,Low
177,Weekday,Bus,11.17,6.7,0,Non-Veg,5.3,0.47,3,11.25,High
177,Weekend,Bus,6.64,3.3,0,Non-Veg,3.2,0.25,1,8.64,Medium
177,Weekend,Car,11.02,5.56,50,Veg,8.2,0.57,1,6.87,Medium
177,Weekend,Walk,6.65,3.66,0,Non-Veg,3.2,0.46,0,9.04,Medium
177,Weekend,Car,3.24,5.16,75,Non-Veg,8.2,0.77,0,8.16,Medium
177,Weekday,Bus,16.68,4.86,0,Veg,8.3,0.65,0,8.1,Medium
177,Weekday,Bike,8.38,4.58,75,Mixed,3.0,0.57,2,4.32,Low
178,Weekday,Bike,6.06,3.89,75,Veg,4.9,0.76,1,3.31,Low
178,Weekend,Walk,11.98,3.69,25,Veg,4.2,0.2,0,4.51,Low
178,Weekday,EV,13.78,6.57,50,Non-Veg,5.5,0.71,4,8.0,Medium
178,Weekend,Car,4.92,2.0,0,Non-Veg,8.8,0.76,2,8.29,Medium
178,Weekend,EV,14.4,6.91,25,Veg,7.3,0.65,0,7.6,Medium
178,Weekend,Bike,3.76,3.37,25,Veg,7.9,0.41,2,3.77,Low
178,Weekend,Bus,10.53,4.53,0,Non-Veg,6.9,0.5,0,10.66,Medium
179,Weekend,Car,0.5,5.38,0,Veg,3.8,0.42,0,7.02,Medium
179,Weekend,Car,5.93,5.57,0,Mixed,7.3,0.43,0,9.83,Medium
179,Weekday,Walk,13.84,4.61,50,Mixed,2.5,0.59,4,4.5,Low
179,Weekend,Car,11.32,3.87,0,Veg,2.1,1.04,0,8.8,Medium
179,Weekday,Bike,15.47,8.61,25,Non-Veg,2.2,0.76,1,11.31,High
179,Weekend,EV,5.77,6.36,25,Veg,8.0,0.73,2,6.22,Medium
179,Weekend,Bus,5.55,5.04,50,Non-Veg,4.9,0.45,3,7.35,Medium
180,Weekend,Walk,3.04,7.27,0,Mixed,4.9,0.65,1,9.84,Medium
180,Weekend,Car,11.02,2.0,0,Veg,5.6,0.55,0,6.61,Medium
180,Weekend,Bus,3.71,5.16,50,Mixed,7.1,0.99,2,6.3,Medium
180,Weekday,Walk,17.94,3.54,25,Non-Veg,7.9,0.68,0,8.49,Medium
180,Weekday,Car,12.28,3.31,0,Mixed,8.2,0.88,0,9.85,Medium
180,Weekend,EV,6.71,6.54,50,Veg,3.4,0.71,0,5.81,Low
180,Weekday,Car,5.68,3.96,0,Mixed,3.4,0.45,1,8.09,Medium
181,Weekend,Car,6.9,4.41,0,Mixed,2.8,0.67,2,8.58,Medium
181,Weekday,Bike,12.6,2.72,50,Mixed,7.1,0.52,1,4.84,Low
181,Weekend,Walk,6.14,3.65,50,Veg,7.5,0.38,1,3.55,Low
181,Weekday,Bus,8.82,4.15,50,Mixed,6.1,0.73,1,6.38,Medium
181,Weekend,Bus,3.88,5.7,25,Mixed,3.5,0.11,0,7.44,Medium
181,Weekday,EV,10.93,5.49,0,Veg,6.1,0.47,2,6.71,Medium
181,Weekday,Bus,16.61,6.4,50,Non-Veg,8.6,0.1,1,9.17,Medium
182,Weekend,Walk,3.28,6.23,0,Mixed,8.5,0.64,1,8.97,Medium
182,Weekend,Bus,4.2,7.5,25,Veg,4.9,0.78,1,7.49,Medium
182,Weekday,Bike,11.22,5.27,0,Non-Veg,6.3,0.46,0,10.38,Medium
182,Weekend,Bus,5.07,5.6,0,Mixed,6.7,0.74,2,8.58,Medium
182,Weekday,Bike,11.94,5.22,100,Non-Veg,3.8,0.69,2,5.52,Low
182,Weekday,Walk,10.91,6.64,100,Non-Veg,4.0,0.71,1,5.95,Low
182,Weekday,Walk,19.33,3.95,25,Veg,3.8,0.77,1,4.95,Low
183,Weekday,Bus,10.02,2.25,0,Mixed,5.4,0.65,1,6.53,Medium
183,Weekend,Car,8.73,3.34,50,Veg,3.8,0.68,1,5.61,Low
183,Weekend,EV,1.56,5.29,50,Non-Veg,8.3,0.47,2,7.5,Medium
183,Weekday,Walk,0.82,8.06,0,Non-Veg,7.7,0.72,1,12.57,High
